xcoord ycoord zcoord
-27.24 -58.14 33.86
-29.45 -60.91 29.18
-27.63 -63.89 23.12
-29.77 -65.82 18.17
-27.88 -67.33 13.71
-29.84 -68.58 8.62
-28.08 -69.6 3.17
-29.86 -70.47 -3.45
-28.38 -70.63 -9.18
-30.41 -70.11 -14.74
-28.15 -69.61 -19.52
-30.57 -68.18 -25.46
-28.77 -66.31 -31.19
-30.42 -63.11 -38.28
-29.07 -60.42 -42.92
-32.02 -58.16 -45.92
-29.5 -54.37 -51.32
-32.73 -50.18 -55.38
-27.56 -45.38 -60.64
-30.83 -39.6 -65.16
-30.08 -34.25 -68.73
-32.34 -29.73 -71.04
-29.49 -24.58 -73.37
-32.04 -19.11 -75.02
-28.67 -10.36 -77.12
-32.66 -4.08 -77.39
-23.06 -2.12 65.72
-25.24 -7.16 65.24
-23.58 -12.88 64.42
-25.62 -18.46 62.94
-23.26 -22.66 61.77
-25.41 -27.51 59.69
-23.55 -33.13 57.08
-23.74 -38.61 53.65
-23.25 -43.46 50.08
-25.55 -46.87 46.94
-24.06 -50.58 43.34
-25.98 -54.91 38.26
-23.64 -58.9 32.99
-25.81 -61.55 28.22
-23.47 -63.75 24.02
-25.11 -65.83 18.84
-24.03 -67.67 13.32
-25.63 -68.97 7.76
-23.82 -70.15 1.81
-26.08 -70.52 -2.77
-24.59 -70.94 -8.78
-26.03 -70.5 -14.5
-24.64 -69.59 -21.04
-26.84 -68.27 -26.03
-24.18 -66.59 -31.49
-27.08 -64.89 -35.42
-25.9 -61.73 -41.37
-27.54 -56.98 -48.25
-24.24 -54.44 -51.57
-25.98 -51.05 -55.33
-24.46 -45.59 -60.92
-27.23 -39.71 -65.62
-25.38 -35.47 -68.63
-27.5 -29.74 -71.34
-25.33 -22.32 -74.46
-27.91 -18.24 -75.58
-25.54 -11.41 -77.01
-29.42 -3.91 -77.71
-19.34 -1.94 65.89
-21.56 -7.82 65.35
-19.46 -12.61 64.56
-21.5 -17.76 63.34
-19.27 -23.46 61.58
-21.52 -27.89 59.85
-20.16 -32.69 57.52
-20.38 -38.03 54.37
-19.59 -42.9 50.9
-21.17 -47.38 46.95
-20.74 -51.51 42.64
-22.7 -55.05 38.57
-19.97 -56.92 36.16
-21.57 -61.12 29.56
-19.73 -63.57 24.73
-21.26 -66.03 18.76
-20.05 -67.91 13.25
-21.64 -69.26 7.61
-19.83 -70.33 1.99
-21.99 -70.86 -4.16
-20.3 -70.92 -9.9
-22.34 -70.56 -15.11
-21.04 -69.81 -20.95
-23.07 -68.36 -27.04
-19.36 -67.24 -30.08
-23.48 -63.82 -38.12
-20.85 -61.82 -41.73
-21.06 -58.33 -47.08
-20.63 -54.5 -51.93
-22.39 -50 -56.54
-20.87 -45.78 -60.86
-23.25 -40.76 -65.12
-21.32 -35.47 -68.77
-24.04 -29.39 -71.73
-21.65 -24.71 -73.69
-23.35 -16.98 -76.18
-19.72 -12.43 -77.19
-25.08 -2.47 -77.92
-15.05 -2.78 66.09
-17.7 -6.86 65.54
-15.9 -12.4 64.77
-17.77 -18.14 63.27
-15.41 -23.2 62.01
-17.44 -28.24 59.82
-16.59 -33.54 57.17
-17.02 -38.54 54.12
-15.03 -42.22 51.68
-17.27 -46.22 48.23
-13.87 -51.08 43.63
-17.59 -54.58 39.29
-15.1 -58.79 33.76
-18.26 -59.77 32.1
-14.45 -64.67 22.83
-17.64 -65.82 19.92
-16.47 -67.9 14.23
-17.71 -69.44 7.66
-15.88 -70.5 1.83
-18.23 -71.04 -3.67
-16.41 -71.07 -9.41
-18.28 -70.61 -15.37
-16.03 -70.13 -19.96
-18.67 -69.11 -24.7
-15.77 -66.77 -31.75
-17.11 -64.47 -37.28
-17.45 -61.66 -42.21
-17.18 -58.04 -47.62
-16.56 -54.33 -52.4
-18.56 -50.66 -56.18
-17.24 -45.86 -60.93
-19.52 -40.69 -65.25
-16.95 -35.8 -68.7
-19.8 -30.51 -71.43
-17.3 -24.6 -74.17
-19.65 -19.12 -75.67
-16.28 -12.87 -77.35
-16.82 -5.46 -78.1
-11.28 -2 66.2
-13.61 -7.98 65.49
-11.63 -13.17 64.73
-14.07 -17.47 63.67
-11.95 -22.74 62.2
-13.83 -28.55 59.83
-13.3 -34.18 56.96
-12.63 -38.82 54.08
-11.16 -43.58 50.61
-13.78 -46.88 47.65
-10.63 -51.33 43.45
-14.44 -55.24 38.67
-11.27 -58.81 33.95
-13.06 -61.73 29.19
-11.06 -64.47 23.9
-13.45 -66.86 17.2
-11.65 -68.41 12.48
-14.3 -69.32 8.57
-12.46 -70.5 2.67
-14.42 -71.11 -4.2
-11.79 -71.4 -9.16
-14.15 -70.98 -14.17
-12.5 -69.92 -21.32
-14.82 -68.74 -26.24
-12.32 -66.87 -31.8
-13.76 -64.06 -38.11
-12.54 -61.48 -42.69
-13.94 -58.87 -46.56
-13.1 -53.62 -53.13
-14.69 -49.33 -57.93
-12.94 -44.95 -62.06
-15.83 -41.12 -65.12
-13.21 -35.96 -68.8
-15.56 -29.93 -72.07
-12.81 -24.37 -74.49
-15.19 -19.08 -76.01
-12.44 -11.28 -77.7
-13.82 -3.96 -78.45
-7.74 -1.97 66.3
-10.1 -7.43 65.77
-7.59 -11.07 65.31
-9.87 -17.82 63.85
-8.48 -23.99 61.93
-10.52 -28.7 59.83
-6.28 -32.85 57.99
-9.23 -38.58 54.5
-7.34 -42.88 51.31
-9.79 -47.22 47.66
-7.15 -51.01 43.94
-10.99 -55.19 38.76
-7.57 -58.45 34.69
-9.32 -61.71 29.24
-7.18 -64.2 24.61
-9.8 -66.57 18.84
-7.97 -68.34 13.34
-9.99 -69.76 7.01
-7.96 -70.61 1.56
-10.76 -71.12 -2.97
-8.31 -71.34 -9.97
-10.59 -70.85 -15.98
-8.38 -70.05 -21.29
-10.64 -68.75 -26.69
-8.22 -67.03 -32.03
-10.17 -64.83 -36.72
-8.56 -62.44 -41.53
-8.94 -59.27 -46.46
-7.95 -53.94 -52.87
-10.73 -50.03 -57.16
-9.15 -45.98 -61.1
-11.36 -40.52 -65.69
-8.86 -35.08 -69.55
-11.55 -30.49 -71.87
-9.11 -24.14 -74.56
-11.41 -17.42 -76.57
-8.54 -11.28 -77.73
-10.29 -4.07 -78.38
-3.64 -1.72 66.47
-5.53 -6.35 66.06
-3.89 -11.81 65.27
-6.77 -16.7 64.18
-2.67 -25.3 61.54
-6.23 -28.2 60.33
-3.04 -34.9 57.05
-5.75 -38.49 54.7
-3.75 -43.49 51.17
-6.02 -47.24 47.74
-3.58 -51.48 43.67
-4.09 -55.28 39.26
-3.58 -58.69 34.66
-5.65 -61.32 30.26
-3.7 -64.32 24.65
-6.14 -66.54 19.04
-3.99 -68.44 13.7
-6.23 -69.58 7.97
-4.35 -70.8 2.27
-6.8 -71.35 -4.27
-4.28 -71.5 -9.52
-6.66 -71.09 -15.32
-4.59 -70.29 -21.01
-6.62 -68.91 -26.89
-4.35 -66.99 -32.21
-5.86 -64.65 -37.46
-4.44 -62.02 -42.41
-5.43 -58.5 -47.47
-4.55 -54.78 -52.22
-6.8 -50.02 -57.24
-5.39 -44.38 -62.77
-7.66 -40.67 -65.82
-4.86 -36.32 -68.95
-7.21 -29.96 -72.21
-5.11 -24.19 -74.74
-7.39 -18.05 -76.57
-4.94 -10.53 -78.08
-6.95 -3.6 -78.58
0.11 -1.83 66.48
-1.57 -7.34 66
-0.01 -13.26 65.24
-2.97 -17.28 64.09
0.97 -25.32 61.84
-2.07 -29.86 59.71
0.52 -34.02 57.62
-1.84 -39.65 53.95
0.1 -44.52 50.28
-2.18 -47.83 47.36
-0.04 -51.95 43.26
-0.37 -55.67 38.87
0.11 -59.02 34.29
-1.9 -61.85 29.54
0.01 -64.61 24.25
-2.29 -66.65 19.14
-0.17 -68.59 13.64
-2.37 -69.88 8.02
-0.37 -71.02 2.02
-2.81 -71.51 -3.39
-0.51 -71.45 -9.55
-2.61 -71.27 -15.58
-0.47 -70.33 -21.29
-2.71 -69.09 -26.45
-0.63 -67.31 -31.95
-1.94 -64.63 -37.76
-0.41 -62.02 -42.79
-1.77 -58.79 -47.36
0.05 -55.75 -51.5
-1.97 -52.17 -55.31
-0.73 -45.4 -62.14
-2.74 -40.64 -65.78
-0.71 -35.79 -69.29
-3.33 -30.74 -71.93
-1.52 -24.5 -74.53
-3.76 -17.29 -76.77
-1.11 -10.54 -78.01
-3.23 -3.56 -78.62
3.87 -1.29 66.49
1.81 -7.74 66.02
4.23 -12.34 65.35
2.63 -17.18 64.35
3.94 -23.71 62.49
2.41 -30.37 59.4
5.23 -32.79 58.35
1.42 -39.23 54.45
3.29 -44.4 50.52
1.95 -48.91 46.46
4.08 -51.91 43.41
3.05 -55.52 39.04
3.94 -59 34.56
1.69 -61.99 29.62
3.78 -64.55 24.62
1.63 -66.88 18.92
3.7 -69.01 12.92
1.41 -70.07 7.8
3.58 -70.96 2.1
1.22 -71.52 -3.84
3.38 -71.58 -9.87
1.2 -71.31 -15.68
3.6 -70.57 -20.81
1.49 -69.21 -26.68
3.5 -67.31 -32.28
1.75 -65.26 -37.13
3.28 -62.34 -42.47
2.6 -59.04 -47.34
3.24 -54.27 -53.34
1.35 -49.98 -57.77
3.42 -46.8 -60.96
1.3 -41.56 -65.29
2.94 -36.23 -69.11
0.74 -29.99 -72.38
2.42 -23.75 -74.83
-0.23 -17.96 -76.51
2.27 -10.69 -77.93
0.61 -3.41 -78.71
8.15 -1 66.57
5.25 -6.25 66.18
7.77 -14.49 64.97
5.88 -19.1 63.92
8.44 -23.34 62.49
6.27 -27.4 60.97
8.38 -32.8 58.37
7.2 -38.54 55.06
9.46 -43.74 51.2
6.09 -48.29 47.18
7.79 -51.92 43.53
6.74 -55.81 38.88
7.88 -59.06 34.53
5.47 -61.9 29.99
7.34 -64.73 24.23
5.18 -66.98 18.73
7.59 -68.65 13.98
5.39 -70.11 7.69
7.45 -71.06 1.88
5.11 -71.53 -3.79
7.24 -71.65 -9.48
5.32 -71.33 -15.34
7.61 -70.65 -20.77
5.36 -69.14 -26.49
7.48 -67.37 -32.2
5.78 -65.02 -37.43
6.87 -62.23 -42.49
5.85 -58.08 -48.63
7.61 -54.68 -52.6
5.77 -51.07 -56.84
7 -45.4 -62.15
5.07 -41.28 -65.61
6.92 -36.44 -68.99
4.56 -30.54 -71.91
6.19 -25.15 -74.34
3.65 -17.39 -76.6
5.65 -8.99 -78.1
4.68 -2.87 -78.6
12.58 -2.22 66.55
8.16 -8.88 65.97
11.84 -13.44 65.34
10.31 -18.2 64.12
12.32 -23.38 62.4
10.46 -28.23 60.68
11.75 -33.55 57.97
10.21 -38.43 55.14
12.67 -42.93 51.97
9.85 -48.04 47.26
11.77 -51.64 43.68
10.16 -55.24 39.54
11.35 -58.91 34.65
9.06 -62.3 29.31
11.59 -64.48 24.72
9.31 -66.79 19.59
11.27 -68.63 13.8
9.13 -69.97 8.26
11.11 -70.8 2.75
9.12 -71.56 -3.9
11.38 -71.65 -9.59
9.27 -71.39 -15.1
11.5 -70.35 -21.19
9.2 -69.11 -26.7
11.36 -67.21 -32.01
9.65 -64.96 -37.64
11.35 -62.17 -42.36
9.21 -59.44 -46.44
11.5 -56.8 -49.97
9.11 -49.28 -58.39
11.69 -46.23 -61.4
9.44 -41.55 -65.33
10.8 -36.42 -68.75
8.58 -31.1 -71.78
9.6 -22.94 -75.06
6.87 -17.74 -76.51
8.75 -11.44 -77.7
9.28 -2.9 -78.46
16.32 -2.04 66.43
13.68 -9.28 65.97
16.3 -13.31 65.24
14.15 -18.13 64.13
15.59 -23.73 62.26
14.11 -29.41 60.2
15.83 -34.19 57.6
13.8 -37.96 55.24
16.03 -43.14 51.59
13.47 -47.61 47.76
15.38 -51.84 43.52
13.76 -55.55 39.22
15.17 -58.97 34.6
12.84 -61.9 29.97
15.32 -64.29 25.04
13.06 -66.71 19.39
15.06 -68.57 13.6
13.13 -69.95 8.15
14.91 -70.87 1.77
12.82 -71.51 -3.45
15.44 -71.5 -9.36
13.26 -71.18 -15.15
15.13 -70.2 -21.03
13.15 -68.88 -26.87
15.59 -67.05 -31.81
13.58 -65.02 -36.81
14.72 -61.47 -42.87
14.52 -58.17 -47.77
15.76 -54.37 -52.33
14.24 -50.53 -56.69
15.21 -45.75 -61.45
13.36 -41.03 -65.41
15.66 -36.81 -68.36
13.74 -32.24 -71.04
16.56 -26.67 -73.5
14.71 -15.09 -76.99
16.28 -9.77 -77.77
13.93 -3.3 -78.27
20.15 -2.05 66.63
16.91 -6.81 66.11
19.63 -12.58 65.3
17.87 -18.74 63.96
19.45 -23.98 62.2
17.57 -28.88 60.31
19.28 -33.82 57.67
17.6 -39.07 54.7
19.53 -43.82 51.08
16.9 -47.72 47.63
18.77 -51.81 43.54
17.38 -55.67 38.95
19.43 -58.41 35.12
16.79 -61.6 30.12
18.65 -64.34 24.55
16.68 -66.74 19.31
18.68 -68.85 12.32
16.97 -69.98 7.37
18.75 -70.78 2.14
16.84 -71.47 -4.07
19.55 -71.37 -9.7
17.17 -71.09 -15.23
19.16 -70.12 -21.02
17.19 -68.83 -26.53
19.23 -66.76 -32.43
17.09 -64.17 -37.89
18.75 -61.42 -42.51
18.38 -58.2 -47.23
19.29 -54.27 -52.27
17.94 -49.8 -57.36
19.34 -45.42 -61.56
17.77 -41.22 -65.12
20.18 -36.37 -68.28
18.25 -31.72 -71.08
20.63 -25.47 -73.66
18.01 -20.03 -75.63
20.62 -9.29 -77.57
18.23 -3.2 -78.1
23.5 -2.24 66.52
20.78 -7.55 66.14
23.2 -13.03 65.28
21.18 -18.5 64.09
23.16 -24.02 62.2
21.32 -29.32 60.01
22.9 -34.33 57.46
20.99 -38.84 54.75
22.93 -42.84 51.81
20.53 -47.82 47.43
22.7 -51.14 44.18
21.21 -54.82 39.93
22.7 -58.81 34.46
20.19 -61.69 29.99
22.74 -63.32 26.82
19.93 -67.15 17.86
22.96 -68.45 13.6
21.41 -69.88 8.46
22.33 -70.74 2.44
20.8 -71.29 -3.75
23.37 -71.35 -8.89
21.17 -70.95 -15.41
23.41 -70.05 -20.68
21.09 -68.86 -26.28
22.91 -67.01 -31.36
21.09 -64.23 -37.5
22.86 -60.99 -42.77
22.13 -57.75 -47.59
23.11 -53.75 -52.51
21.73 -49.93 -57
23.38 -45.87 -60.86
22.11 -41.12 -64.86
24.18 -35.95 -68.53
22.39 -30.31 -71.49
25.32 -24.39 -73.8
22.62 -20.22 -75.31
24.93 -8.86 -77.36
22.52 -3.32 -78.02
27.05 -2.19 66.4
24.85 -7.69 66.03
26.89 -13.06 65.22
24.8 -18.42 64.02
26.97 -23.23 62.51
24.9 -28.77 60.27
26.36 -33.84 57.68
24.93 -38.93 54.58
26.8 -43.58 51.17
24.31 -46.9 48.26
26.26 -49.93 45.17
24.56 -54.9 39.74
26.08 -58.29 35.37
25.23 -61.41 30.42
26.24 -64.49 24.28
25.03 -67.06 17.92
27.36 -68.55 13.13
25.19 -69.77 7.99
26.44 -70.7 2.54
24.97 -71.27 -2.65
26.88 -71.23 -9.16
24.97 -70.91 -15.17
27.79 -70.13 -20.24
25.08 -68.8 -25.66
26.65 -66.81 -31.18
24.64 -64.29 -37.01
26.26 -61.44 -41.89
25.84 -57.04 -48.02
27.74 -53.78 -52.01
25.78 -50.52 -55.79
26.68 -45.56 -60.77
26.16 -40.58 -65.19
28.73 -35.54 -68.31
26.22 -30.78 -71.09
28.44 -23.93 -73.58
27.58 -16.74 -75.75
29.13 -10.11 -76.77
26.84 -3.18 -77.52
30.61 -2.16 66.32
28.47 -7.77 65.97
30.64 -12.9 65.31
28.78 -18.38 64.1
30.9 -23.96 62.17
28.45 -28.81 60.26
30.07 -33.95 57.57
28.55 -38.36 54.74
30 -42.66 51.83
28.93 -47.33 47.77
30.88 -51.22 43.78
29.29 -56.62 37.52
30.47 -59.51 33.28
28.6 -61.97 29.24
30.75 -64.06 25.14
28.33 -66.05 20.27
30.63 -68.14 14.11
29.28 -69.74 7.48
30.61 -70.72 1.74
28.75 -70.97 -3.7
30.95 -71.23 -9.33
29.07 -70.82 -14.84
31.69 -69.7 -20.92
29.04 -68.63 -25.84
31.13 -67.08 -30.34
28.46 -64.79 -35.69
29.85 -61.98 -40.61
28.93 -58.33 -46.07
31.79 -53.05 -52.62
29.39 -49.33 -56.69
30.81 -45.11 -60.89
29.89 -40.92 -64.54
32.39 -35.57 -67.72
30.26 -29.84 -71.01
32.79 -23.89 -73.4
31.07 -18.08 -75.26
32.42 -10.56 -76.53
30.87 -3.53 -77.21
34.08 -2.22 66.33
32.48 -7.47 66.03
34.37 -12.68 65.1
32.43 -17.99 63.91
34.43 -23.01 62.3
32 -28.9 60.13
33.24 -34.71 57
32.82 -39.56 53.9
34.33 -43.51 50.89
32.15 -47.37 47.73
34.86 -51.12 43.8
32.25 -54.4 40.15
33.9 -58.39 34.85
33.28 -61.92 29.31
34.47 -64.61 23.77
32.15 -66.33 19.44
34.04 -68.25 13.71
32.8 -69.73 7.2
35 -70.56 1.75
32.82 -71.04 -3.39
34.77 -71.21 -8.81
33.07 -70.75 -15.08
35.61 -69.84 -20.07
33.69 -68.45 -26.14
35.7 -66.59 -31.25
32.49 -64.88 -35.1
37.61 -61.38 -41.28
31.93 -56.33 -48.49
35.7 -53.44 -51.95
33.51 -49.01 -56.75
34.87 -44.77 -60.85
34.24 -40.16 -64.72
36.44 -35.78 -67.33
34.11 -29.72 -70.82
36.64 -23.12 -73.26
34.73 -16.96 -75.23
36.18 -9.83 -76.3
34.66 -3.18 -76.9
38.1 -2.24 66.31
36.27 -7.33 65.94
37.88 -13.04 64.91
36.42 -18.39 63.78
38.75 -23.56 62.01
35.77 -27.95 60.53
39.57 -34.11 57.27
36.43 -38.63 54.54
38.59 -42.96 51.16
36.04 -47.02 47.85
37.82 -51.59 43.07
35.64 -55.76 38.44
38.32 -58.26 34.6
36.38 -61.41 30.14
38 -63.95 24.58
36.48 -66.56 18.81
37.86 -68.13 13.45
36.31 -69.45 7.96
39.07 -70.21 3.22
37.19 -70.96 -3.36
39.19 -70.97 -8.16
37.05 -70.78 -13.73
39.39 -69.61 -20.24
37.51 -68.35 -25.67
39.87 -66.62 -30.35
39.03 -64.57 -35.3
41.09 -60.92 -41.81
38.05 -57.25 -46.87
39.26 -54.16 -50.95
37.35 -49.46 -56
39.15 -45.98 -59.44
38.26 -41.63 -63.09
40.21 -34.5 -67.86
37.86 -29.77 -70.6
40.17 -23.36 -72.79
38.4 -16.09 -74.99
40.61 -9.92 -75.84
38.52 -3.61 -76.57
41.6 -2.59 66.21
40.14 -8.43 65.73
42.17 -13.59 64.85
40.16 -18.4 63.71
42.72 -23.42 62.16
39.77 -28.34 60.21
42.67 -32.83 57.84
39.86 -38.66 54.38
42.23 -43.38 50.8
39.74 -47.21 47.56
41.73 -50.04 44.63
39.59 -54.7 39.49
41.72 -58.29 34.52
40.2 -61.48 29.43
41.5 -64.13 23.86
40.05 -66.63 18.35
42.57 -67.94 13.45
40.58 -69.12 8.98
43.02 -69.82 4.31
41.01 -70.54 -1.67
42.58 -70.63 -8.84
40.74 -70.45 -14.76
43.42 -69.53 -18.97
41.9 -68.31 -24.96
43.61 -66.18 -30.73
42.54 -63.4 -37
45.01 -60.23 -41.85
42.24 -57.54 -46.39
43.61 -53.22 -51.52
41.5 -50.35 -54.89
43.47 -46.51 -58.54
41.22 -39.56 -64.36
44.33 -35.16 -66.97
42.27 -28.81 -70.44
44.11 -22.49 -72.55
42.12 -16.52 -74.46
44.48 -9.79 -75.5
42.29 -3.27 -76.22
45.37 -1.85 66.23
43.69 -7.79 65.73
46.3 -13.63 64.75
44.43 -18.3 63.57
46.52 -23.67 61.99
43.77 -28.55 59.93
47.37 -32.35 57.93
43.97 -39.22 53.78
46.32 -42.99 50.82
44.5 -46.93 47.63
45.64 -50.87 43.51
42.8 -53.77 40.42
45.91 -59.06 33.03
43.76 -61.44 29.29
45.57 -63.67 24.87
43.99 -66.02 19.17
46.65 -67.3 14.87
45.22 -68.85 9.15
46.58 -70.05 1.23
44.59 -70.59 -3.1
46.78 -70.47 -8.11
45.22 -70.27 -13.55
47.58 -69.15 -19.04
45.46 -67.98 -24.62
47.37 -65.86 -30.34
45.66 -63.77 -35.45
48.15 -60.71 -40.53
45.54 -56.43 -47.47
48.59 -53.29 -50.73
46.33 -49.91 -54.78
47.83 -45.57 -58.65
46.77 -39.12 -64.02
48.51 -33.88 -67.11
45.85 -29.28 -69.66
47.93 -23.24 -71.9
46.11 -16.67 -74.01
48.17 -10.73 -74.77
46.3 -3.3 -75.74
48.54 -3.85 65.96
47.43 -8.82 65.62
50.5 -13.14 64.87
48.54 -19 63.38
51.03 -24.04 61.81
48.17 -28.06 60.1
50.33 -34.88 56.45
49.29 -39.5 53.53
50.16 -43.26 50.56
48.17 -47.36 47.06
50.3 -50.78 43.47
48.07 -53.56 40.43
49.59 -56.63 36.47
48.61 -60.82 29.82
49.36 -63.21 25.51
48.04 -65.49 20.17
51.45 -66.83 16.06
48.34 -69.35 5.75
51.31 -69.64 1.58
49.49 -70.18 -4.18
51.44 -69.98 -8.77
49.36 -69.77 -14.19
51.1 -68.44 -20.66
49.19 -67.42 -25.59
51.98 -65 -31.35
49.7 -63.32 -35.55
51.76 -59.39 -41.99
49.18 -57.2 -45.55
52.18 -53.86 -49.38
50.27 -49.18 -54.84
52.15 -44.64 -58.86
49.9 -41.19 -62.1
51.81 -35.88 -65.4
50.2 -27.99 -69.62
51.91 -22.35 -71.69
50.16 -16.77 -73.53
52.3 -9.72 -74.31
49.87 -3.85 -75.3
55.36 -4.81 65.87
51.82 -8.38 65.58
54.94 -13.58 64.71
52.13 -18.19 63.63
54.46 -24.28 61.59
52.28 -29.57 59.37
54.15 -33.34 57.37
52.93 -38.71 54
54.41 -43.52 50.24
52.25 -47.22 47.13
54.24 -51.02 43.12
52.77 -54.68 38.88
54.99 -57.7 34.63
53.72 -61.42 28.46
54.59 -63.15 24.79
52.27 -64.93 20.93
55.18 -67.18 13.73
52.83 -68.66 8.36
54.89 -69.08 4.88
53.31 -69.87 -2.44
56.04 -69.69 -8.75
53.18 -69.61 -13.39
54.51 -68.55 -18.75
52.91 -66.65 -26.89
56.43 -64.59 -31.11
53.33 -62.4 -36.65
55.94 -60.38 -39.49
54.24 -56.49 -45.74
56.42 -52.82 -49.98
54.03 -49.6 -53.72
55.81 -45.13 -57.8
54.48 -39.76 -62.3
56.17 -34.56 -65.6
53.4 -30.26 -68.2
55.91 -22.14 -71.04
54.06 -16 -73.19
56.07 -9.96 -73.64
53.9 -3.26 -74.66
57.52 -1.61 65.97
56.04 -9.07 65.26
59.29 -14.39 64.53
56.24 -18.55 63.61
57.94 -22.84 62.08
56.46 -29.18 59.63
58.34 -34.31 56.65
56.99 -38.02 54.37
57.56 -42.09 51.36
56.3 -47.51 46.8
58.82 -50.96 43.14
56.25 -53.86 39.73
58.96 -57.29 35.1
57.7 -60.03 30.72
58.99 -63.58 23.4
56.13 -65.35 18.94
59.58 -66.36 15.5
57.56 -67.97 10.41
58.92 -68.98 3.92
57.38 -69.62 -0.81
58.16 -69.72 -5.56
57.69 -69.08 -14.97
60.63 -68.31 -17.39
55.91 -67.49 -23.01
58.47 -65.68 -28
58 -62.57 -35.06
60.93 -60.4 -38.32
59.46 -54.82 -46.81
61.05 -51.58 -50.14
57.96 -48.7 -54.06
59.74 -43.88 -58.14
58.18 -40.03 -61.61
59.93 -34.73 -64.79
60.09 -29.18 -67.67
60.55 -22.02 -70.5
58.39 -17.15 -72.32
60.02 -8.75 -73.29
57.8 -2.43 -74.28
62.74 -2.1 65.82
60.82 -9.39 65.33
63.65 -13.2 64.64
60.9 -18.82 63.4
61.86 -24.53 61.25
59.98 -28.55 59.67
62.03 -32.93 57.38
61.55 -39.29 53.33
62.14 -43.53 49.98
59.92 -46.18 47.67
62.32 -49.66 44.27
60.83 -55.05 38.01
64.42 -57.76 33.98
60.18 -61.5 27.95
64.5 -62.23 25.8
61.4 -64.58 20.64
62.89 -67.19 12.08
61.63 -68.23 7.74
62.89 -68.93 1.78
62.18 -69.34 -4.37
64.59 -68.95 -8.9
60.64 -69.24 -11.48
63.38 -67.4 -20.64
63.85 -65.79 -26.32
63.71 -64.27 -30
62.23 -62.85 -33.26
64.11 -59.2 -39.36
62.05 -56.68 -43.51
65.09 -50.8 -50.32
62.31 -47.84 -54.08
64.05 -44.05 -57.24
62.76 -39.48 -61.34
63.63 -32.59 -65.25
63.08 -26.26 -68.41
65.69 -21.83 -69.55
61.42 -13.96 -72.42
65.73 -8.88 -72.41
62.19 -4.08 -73.28
68.11 -1.6 65.68
66.57 -9.32 65.08
68.39 -14.38 64.08
65.08 -17.83 63.44
65.39 -22.42 62.01
64.89 -28.69 59.47
66.58 -32.74 57.24
63.54 -36.91 54.81
65.64 -41.8 50.99
65.31 -46.87 46.7
66.92 -51.04 42.37
63.12 -53.2 40.21
67.09 -55.73 36.49
63.46 -59.74 31.08
66.75 -63.14 23.38
64.31 -65.54 17.37
67.67 -66.09 14.6
66.13 -67.87 7.57
68.38 -68.21 3.21
65.56 -68.89 -1.27
68.17 -68.77 -5.77
65.15 -68.48 -13.07
66.83 -67.44 -18.53
67.94 -65.86 -24.53
68.82 -63.36 -30.84
66.68 -61.18 -35.39
68.44 -58.06 -40.21
65.48 -54.93 -45.25
68.07 -53.2 -46.81
67.25 -47.29 -53.56
67.92 -43.19 -57.34
65.59 -37.47 -62.03
69.7 -34.55 -63.2
67.66 -30.53 -65.7
71.15 -22.33 -68.31
64.68 -17.61 -71.02
67.01 -12.73 -71.58
66.05 -1.68 -72.79
73.59 -2.72 65.47
67.8 -5.57 65.52
71.02 -10.84 64.68
69.69 -19.51 62.73
68.62 -25.51 60.75
70.09 -29.46 58.78
72.25 -33.03 56.78
68.3 -39.08 53.27
71.16 -42.5 50.29
68.39 -45.18 48.11
69.57 -49.09 44.27
68.99 -53.67 39.17
70.48 -57.66 33.28
68.19 -60.03 29.46
70.87 -61.32 26.45
68.67 -64.48 19.46
73.47 -66.18 12.43
69.24 -67.12 10.68
71.72 -67.65 4.74
71.41 -68.35 -1.16
71.09 -68.33 -8.63
69.05 -67.88 -14.6
73.37 -67.01 -16.92
70.77 -66.15 -22
71.16 -64.3 -27.72
70.66 -61.19 -34.66
73.35 -58.96 -37.49
70.83 -56.39 -42.09
72.59 -51.87 -47.42
70.19 -49.15 -50.88
72.77 -43.84 -55.63
69.59 -39.89 -59.6
73.68 -35.96 -61.58
68.4 -26.47 -67.36
75.49 -18.98 -68.4
70.25 -17.62 -69.8
72.94 -9.13 -70.99
69.77 -5.58 -71.93
78.95 -0.28 65.07
72.99 -6.88 65.16
76.03 -12.15 64.17
73.07 -15.96 63.53
72.55 -22.63 61.66
74.23 -26.55 59.93
75.92 -30.26 58.13
69.12 -36 55.22
74.08 -40.03 52.06
73.31 -47.15 45.86
74.7 -50.39 42.2
73.68 -55.15 36.37
76.03 -57.06 33.36
73.76 -59.29 29.97
74.72 -61.96 24.16
72.59 -63.77 20.39
74.02 -65.01 16.06
74.95 -66.96 7.8
77.09 -67.33 2.51
73.9 -67.99 -4.4
77.35 -67.3 -9.39
73.7 -67.71 -11.86
75.54 -66.08 -19.73
75.3 -64.57 -25.24
77.61 -62.86 -28.13
74.77 -62.04 -31.51
77.06 -57.41 -38.73
74.34 -54.87 -43.42
76.55 -50.35 -48.11
73.09 -46.53 -52.95
78.16 -41.98 -56.05
74.73 -39.79 -58.67
76.54 -32.59 -62.84
74.49 -25.37 -66.5
79.01 -22.27 -66.63
72.57 -13.76 -70.4
77.17 -5.96 -70.5
72.84 -2.1 -71.51
79.01 -4.17 64.93
77.96 -8.34 64.8
79.23 -14.74 63.33
75.8 -18.78 62.52
