Gene name	Crypt_mean	V1_mean	V2_mean	V3_mean	V4_mean	V5_mean	V6_mean	Crypt_SEM	V1_SEM	V2_SEM	V3_SEM	V4_SEM	V5_SEM	V6_SEM	p-value	q-value
1700101I19Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Amer3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Arhgef4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	NaN	NaN
Gm38336	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Fam168b	0.000051	0.000038	0.000041	0.000027	0.000031	0.000022	0.000018	0.000005	0.000004	0.000006	0.000007	0.000004	0.000005	0.000006	6.802046e-02	1.183938e-02
Plekhb2	0.000081	0.000145	0.000173	0.000193	0.000220	0.000261	0.000263	0.000006	0.000008	0.000014	0.000019	0.000012	0.000020	0.000024	8.955521e-06	3.422707e-06
Gm37068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm28415	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
1110002O04Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm37146	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm33222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
4930535G08Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Hs6st1	0.000025	0.000020	0.000012	0.000024	0.000011	0.000016	0.000005	0.000003	0.000003	0.000003	0.000007	0.000002	0.000004	0.000003	2.996278e-03	7.661659e-04
Gm37335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm33280	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Uggt1	0.000044	0.000030	0.000017	0.000014	0.000016	0.000006	0.000002	0.000005	0.000003	0.000003	0.000005	0.000003	0.000003	0.000002	5.405914e-09	2.815075e-09
Neurl3	0.000049	0.000092	0.000104	0.000089	0.000072	0.000052	0.000017	0.000004	0.000006	0.000011	0.000013	0.000007	0.000009	0.000008	1.131539e-12	7.569994e-13
Arid5a	0.000000	0.000001	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000001	0.000000	6.740295e-01	7.092977e-02
4930403P22Rik	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000002	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000002	6.126999e-01	6.644449e-02
Kansl3	0.000036	0.000029	0.000024	0.000051	0.000034	0.000036	0.000024	0.000004	0.000003	0.000004	0.000012	0.000005	0.000007	0.000007	5.635327e-02	1.009640e-02
Fer1l5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Lman2l	0.000015	0.000016	0.000007	0.000011	0.000006	0.000005	0.000004	0.000003	0.000002	0.000002	0.000005	0.000002	0.000003	0.000003	4.131790e-02	7.819741e-03
Cnnm4	0.000062	0.000072	0.000032	0.000048	0.000047	0.000064	0.000071	0.000005	0.000006	0.000005	0.000010	0.000005	0.000009	0.000012	8.611361e-03	1.983066e-03
Cnnm3	0.000007	0.000002	0.000001	0.000004	0.000001	0.000001	0.000000	0.000002	0.000001	0.000001	0.000004	0.000001	0.000001	0.000000	1.860790e-01	2.716335e-02
Gm38033	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Ankrd23	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm43543	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Ankrd39	0.000012	0.000002	0.000000	0.000003	0.000000	0.000000	0.000002	0.000002	0.000001	0.000000	0.000003	0.000000	0.000000	0.000002	6.895105e-01	7.200154e-02
Sema4c	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	NaN	NaN
Fam178b	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Cox5b	0.001426	0.001741	0.001362	0.001222	0.000911	0.000671	0.000450	0.000038	0.000038	0.000046	0.000050	0.000029	0.000031	0.000032	1.102000e-16	9.315615e-17
Actr1b	0.000050	0.000049	0.000038	0.000041	0.000035	0.000041	0.000024	0.000005	0.000004	0.000006	0.000009	0.000004	0.000007	0.000007	5.708811e-02	1.021082e-02
4933424G06Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm33533	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Zap70	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Tmem131	0.000034	0.000045	0.000052	0.000039	0.000057	0.000069	0.000066	0.000004	0.000004	0.000007	0.000009	0.000006	0.000009	0.000011	1.192443e-01	1.897908e-02
Vwa3b	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm37020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Cnga3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Inpp4a	0.000015	0.000011	0.000020	0.000023	0.000024	0.000022	0.000017	0.000002	0.000002	0.000004	0.000007	0.000004	0.000006	0.000005	4.975867e-01	5.781486e-02
4930439A04Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Coa5	0.000072	0.000099	0.000099	0.000125	0.000068	0.000045	0.000016	0.000005	0.000007	0.000010	0.000018	0.000007	0.000010	0.000005	1.102000e-16	9.315615e-17
Unc50	0.000032	0.000027	0.000036	0.000037	0.000025	0.000013	0.000015	0.000003	0.000003	0.000005	0.000012	0.000004	0.000004	0.000005	3.036924e-02	6.045170e-03
Mgat4a	0.000141	0.000226	0.000200	0.000191	0.000144	0.000120	0.000035	0.000008	0.000010	0.000013	0.000022	0.000009	0.000013	0.000008	1.102000e-16	9.315615e-17
2010300C02Rik	0.000023	0.000019	0.000006	0.000014	0.000005	0.000002	0.000003	0.000003	0.000003	0.000002	0.000006	0.000002	0.000002	0.000002	8.020956e-06	3.079957e-06
4930556I23Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Tsga10	0.000001	0.000001	0.000003	0.000000	0.000003	0.000000	0.000001	0.000001	0.000000	0.000002	0.000000	0.000001	0.000000	0.000001	2.527174e-01	3.466236e-02
Gm26805	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Lipt1	0.000004	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	1.934756e-07	8.891177e-08
Mitd1	0.000022	0.000016	0.000010	0.000026	0.000014	0.000010	0.000011	0.000003	0.000003	0.000003	0.000008	0.000004	0.000003	0.000005	1.159010e-01	1.850629e-02
Mrpl30	0.000284	0.000269	0.000166	0.000129	0.000083	0.000049	0.000011	0.000010	0.000012	0.000011	0.000017	0.000007	0.000007	0.000005	1.102000e-16	9.315615e-17
Lyg2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm15457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Lyg1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Txndc9	0.000061	0.000066	0.000060	0.000053	0.000053	0.000029	0.000038	0.000005	0.000005	0.000007	0.000012	0.000006	0.000006	0.000008	3.886467e-03	9.673664e-04
Eif5b	0.000124	0.000088	0.000049	0.000034	0.000048	0.000029	0.000031	0.000007	0.000005	0.000007	0.000010	0.000006	0.000006	0.000008	6.489281e-10	3.641595e-10
Rev1	0.000005	0.000004	0.000009	0.000002	0.000004	0.000004	0.000010	0.000001	0.000001	0.000003	0.000002	0.000002	0.000002	0.000005	3.802816e-01	4.765967e-02
Gm5099	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Aff3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm16150	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm16151	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm16152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Lonrf2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Chst10	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm37707	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Nms	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Pdcl3	0.000041	0.000047	0.000048	0.000051	0.000034	0.000026	0.000018	0.000004	0.000004	0.000006	0.000010	0.000005	0.000005	0.000006	3.882644e-03	9.666255e-04
Gm37821	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Npas2	0.000006	0.000019	0.000023	0.000025	0.000027	0.000030	0.000028	0.000002	0.000003	0.000004	0.000007	0.000004	0.000006	0.000007	6.839024e-01	7.163865e-02
Rpl31	0.002525	0.001560	0.000353	0.000225	0.000163	0.000131	0.000071	0.000049	0.000055	0.000023	0.000023	0.000012	0.000015	0.000011	1.102000e-16	9.315615e-17
Tbc1d8	0.000002	0.000002	0.000002	0.000000	0.000001	0.000003	0.000004	0.000001	0.000001	0.000002	0.000000	0.000001	0.000002	0.000002	4.848060e-01	5.674675e-02
Cnot11	0.000011	0.000012	0.000012	0.000008	0.000008	0.000002	0.000006	0.000002	0.000002	0.000003	0.000005	0.000003	0.000002	0.000003	1.722189e-01	2.555496e-02
Rnf149	0.000067	0.000046	0.000004	0.000002	0.000004	0.000001	0.000001	0.000005	0.000004	0.000002	0.000002	0.000002	0.000001	0.000001	1.102000e-16	9.315615e-17
Creg2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
D930019O06Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Rfx8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm3646	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
1700066B17Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Map4k4	0.000022	0.000017	0.000015	0.000025	0.000013	0.000024	0.000030	0.000003	0.000003	0.000003	0.000007	0.000003	0.000006	0.000007	3.026366e-01	3.995904e-02
Il1r2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm16894	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Il1r1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Il1rl2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Il1rl1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Il18r1	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Il18rap	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm35801	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Slc9a4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Slc9a2	0.000019	0.000043	0.000071	0.000101	0.000102	0.000157	0.000235	0.000003	0.000004	0.000008	0.000016	0.000008	0.000014	0.000021	1.102000e-16	9.315615e-17
Gm37623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm37915	0.000000	0.000001	0.000000	0.000000	0.000001	0.000001	0.000003	0.000000	0.000001	0.000000	0.000000	0.000001	0.000001	0.000002	2.464690e-01	3.399726e-02
Mfsd9	0.000005	0.000014	0.000023	0.000019	0.000017	0.000023	0.000013	0.000001	0.000002	0.000005	0.000006	0.000003	0.000006	0.000005	7.645433e-01	7.690603e-02
Tmem182	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
4930448I06Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm28634	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm29260	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm9915	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm29664	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm28175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm28140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Pantr1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Pou3f3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Dalir	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Mrps9	0.000059	0.000028	0.000013	0.000025	0.000006	0.000003	0.000000	0.000005	0.000003	0.000003	0.000008	0.000002	0.000003	0.000000	1.127453e-07	5.276767e-08
Gpr45	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Tgfbrap1	0.000008	0.000009	0.000005	0.000007	0.000009	0.000005	0.000002	0.000002	0.000002	0.000002	0.000004	0.000003	0.000003	0.000002	3.607436e-01	4.572793e-02
Gm28782	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
8430432A02Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
AI597479	0.000010	0.000005	0.000003	0.000004	0.000003	0.000000	0.000005	0.000002	0.000001	0.000002	0.000003	0.000001	0.000000	0.000003	5.172652e-01	5.934972e-02
Fhl2	0.000019	0.000027	0.000032	0.000023	0.000029	0.000036	0.000057	0.000003	0.000003	0.000005	0.000007	0.000004	0.000007	0.000012	6.315573e-03	1.499121e-03
Gm29040	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Nck2	0.000010	0.000011	0.000005	0.000013	0.000013	0.000008	0.000018	0.000002	0.000002	0.000002	0.000005	0.000003	0.000003	0.000006	2.191473e-01	3.099609e-02
1500015O10Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm29155	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm29157	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm29156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Uxs1	0.000010	0.000011	0.000006	0.000007	0.000005	0.000008	0.000000	0.000002	0.000002	0.000002	0.000004	0.000002	0.000003	0.000000	8.420098e-03	1.945297e-03
Tpp2	0.000024	0.000022	0.000016	0.000017	0.000013	0.000010	0.000008	0.000003	0.000003	0.000004	0.000006	0.000003	0.000003	0.000004	1.254774e-01	1.981922e-02
Mettl21c	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm8251	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Tex30	0.000019	0.000005	0.000001	0.000006	0.000003	0.000003	0.000000	0.000003	0.000001	0.000001	0.000003	0.000001	0.000002	0.000000	1.716680e-01	2.550256e-02
Kdelc1	0.000003	0.000002	0.000000	0.000005	0.000001	0.000001	0.000000	0.000001	0.000001	0.000000	0.000003	0.000001	0.000001	0.000000	5.477417e-02	9.855228e-03
Bivm	0.000006	0.000004	0.000004	0.000000	0.000004	0.000000	0.000000	0.000002	0.000001	0.000002	0.000000	0.000002	0.000000	0.000000	2.857110e-01	3.814383e-02
Ercc5	0.000003	0.000007	0.000007	0.000006	0.000004	0.000005	0.000002	0.000001	0.000002	0.000002	0.000004	0.000002	0.000004	0.000002	7.240750e-01	7.431301e-02
Mettl21e	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gulp1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
4930521E06Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Col3a1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Col5a2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Wdr75	0.000011	0.000002	0.000001	0.000000	0.000001	0.000000	0.000000	0.000002	0.000001	0.000001	0.000000	0.000001	0.000000	0.000000	3.714295e-01	4.678465e-02
Gm5269	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Slc40a1	0.000006	0.000014	0.000019	0.000015	0.000014	0.000002	0.000000	0.000002	0.000003	0.000005	0.000007	0.000004	0.000002	0.000000	8.147757e-03	1.887342e-03
Dnah7b	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Dnah7c	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Slc39a10	0.000006	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.109098e-01	5.886212e-02
Gm28151	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm28826	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
C230029F24Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
4933411E06Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm29665	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm28321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Tmeff2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm28322	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm28319	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm29325	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
9330175M20Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
